course_name,course_id,course_basic_information,pre_required_courses,semesterial_data,time,is_manadatory_ds,is_manadatory_ie,is_manadatory_se,time_category
96275 - The Human Factor in Data Collection,96275,"The Acquisition of Principles and Considerations in Gathering Data
From People, With Emphasis On Considerations From The Point of View
Of The Respondent, Including Cognitive Abilities and Limitations That
Influence The Design of The Tasks and The Motivation to Provide
Responses and Ethical Issues.  Design Quality Checks For
Data. The Course Covers Content From
Psychology, Human Factors Engineering, Marketing, and Analysis of Big
Data.
Lerning Outcomes#
At The End of The Course The Student Will#
1. Know Methods For Collecting Big Data From People
2. Understand The Limitations of Human Cognition in Providing Required
Data
3. Know How to Choose a Target Audience to Avoid Bias in Data
Collection.
4. Understand Ethical Issues in Data Collection.","['94201 - Introductio to Data Science', '94423 - Introduction to Statistics', '94423 - Introduction to Statistics', '94700 - Introduction to Data Science and Engin.', '94424 - Statistics 1', '94700 - Introduction to Data Science and Engin.', '96411 - Machine Learning 1']","['(94201 - Introductio to Data Science and 94423 - Introduction to Statistics) or (94423 - Introduction to Statistics and 94700 - Introduction to Data Science and Engin.) or (94424 - Statistics 1 and 94700 - Introduction to Data Science and Engin.) or 96411 - Machine Learning 1', '96620 - Introduction to Human Factors Eng', '94140 - Introduction to Man-machine Systems\n95618 - Human Performance', '3.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                             • 1 Lab Hours\n                             • 1 Project Hours', 'Liat Levontin', '3.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                             • 1 Lab Hours\n                             • 1 Project Hours', 'Liat Levontin', '3.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                             • 1 Lab Hours\n                             • 1 Project Hours', 'Rakefet Ackerman']",15:00:00,True,False,False,N
96291 - Algorithmic and High-frequency Trading,96291,"Most of The Trades in Financial Markets Today Are Executed By
Computerized Algorithms in a High-frequency Framework. We Will Study
Various Methods to Design Such Algorithms. Most of These Methods
Originate in The Area of Stochastic Control, Including Variational
And Dynamic Programing Methods. These Methods Will Be Used to Solve
Models of Portfolio Liquidation and Market Making, Among Others.
Learning Outcomes#
Students Will Be Able To#
1.apply Variational and Dynamic Programing Methods to Solve Stochastic
Control Problems That Arise From Algorithmic and High Frequency
Trading.
2.apply The Stochastic Control Methods in Order to Analyse Variations
Of The Models That Are Studied in The Course Such As Portfolio
Liquidation and Market Making.","['46868 - Foundations of Stochastic Processes', '94314 - Stochastic Models in Oper.research', '97510 - Continuous Time Models in Finance', '106429 - Stochastic Processes']","['46868 - Foundations of Stochastic Processes or 94314 - Stochastic Models in Oper.research or 97510 - Continuous Time Models in Finance or 106429 - Stochastic Processes', '2 Academic Credit\n                             • 2 Lecture Hours', 'Eyal Neumann', '2 Academic Credit\n                             • 2 Lecture Hours', 'Eyal Neumann', '2 Academic Credit\n                             • 2 Lecture Hours', 'Eyal Neumann']",13:30:00,False,False,False,N
96292 - Predictive Analytics in Fintec,96292,"The Course Covers Practical Aspects of Predictive Analytics in The
Financial Domain With Emphasis On Models of Risk, Pension, Real
Estate, Insurance, Fraud, and Behavioral.
Learning Outcomes#
At The End of The Course The Student Will Be Able To#
1. Apply Fundamental Concepts in Financial Technologies (fintech).
2. Execute Prediction Models in Field of Finance.",['96411 - Machine Learning 1'],"['96411 - Machine Learning 1', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours', 'Achikam Ben Artzi', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours', 'Achikam Ben Artzi', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours', 'Achikam Ben Artzi']",15:30:00,False,False,False,N
96311 - Theory and Algorithms For Optimization,96311,"Definitions in Optimization, Including Extended Real-valued Function,
Gradients, Subgradients, and Feasible Descent Direction, Convex
Conjugate Function. Necessary and Sufficient Conditions For
Optimality of Unconstrained and Constrained Optimization -
Stationarity, Kkt. From Optimality Conditions to Iterative Solution
Methods# Gradient Descent, Subgradient, Projected Gradient And
Proximal Gradient Algorithms and Their Convergence Analysis.
Seperation Theorems and Lagrangian Based Duality. Examples From The
The Worlds of Logistics, Machine Learning and Signal Processing. 

Learning Outcmes# at The End of The Course The Students Will Be Able
To#

1. Differentiate Between Convex and Nonconvex Problems.

2. Derive Dual Problems and Use Duality to Solve Optimization
Problems.

3. Program First-order Algorithms to Solve Structured Optimization
Problems. 

4. Prove Properties of Optimal Solutions of Continuous Optimization
Problems.",['96327 - Nonlinear Models in Operations Research'],"['96327 - Nonlinear Models in Operations Research', '236330 - Introduction to Optimization', '97311 - Optimization 1\n98311 - Optimization 1', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Shimrit Shtern']",17:00:00,False,False,False,E
96324 - Service Engineering,96324,"The Course Deals With Queueing-prone Service Systems, Subject To
Some Interaction Between Human Customers and Servers (face-to-face,
Phone-to-phone, ...) Examples Include Public Service Centers,
Telephone Operators, Banks and Hospitals. We Shall Study Queueing
Models (mainly Analytical and Empirical ) That Have Been Found
Useful For The Support of Planning, Analysis and Control of Service
Operations.","['94314 - Stochastic Models in Oper.research', '98413 - Stochastic Processes']","['94314 - Stochastic Models in Oper.research or 98413 - Stochastic Processes', '98805 - Topics On Service Operations For Manager', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Gal Mendelson', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Gal Mendelson', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours']",09:00:00,False,True,False,M
96327 - Nonlinear Models in Operations Research,96327,"Topics# an Introduction to Nonlinear Optimization Theory That Deals
With Minimization Or Maximization of an Objective Function Subject To
Constraints With an Emphasis On Engineering Applications. Convex Sets
And Functions. Kkt Conditions, Convex and Nonconvex Programming
And Duality. Basic Iterative Algorithms. Applications in Economics,
Learning, Signal and Image Processing. Commuunications and More.
Matlab Foundation and The Cvx Software. Implementation to Algorithms
In Matlab.","['94312 - Deterministic Mod.in Operations Research', '104022 - Differential and Integral Calculus 2m', '94313 - Deterministic Models in Oper.research', '104022 - Differential and Integral Calculus 2m', '95295 - Algebraic Methods For Data Science', '95296 - Algebric Methods For Data Science', '104013 - Differential and Integral Calculus 2t', '104035 - Ordinary Dif.equations and Calculus 2h', '104035 - Ordinary Dif.equations and Calculus 2h', '104134 - Modern Algebra H', '104168 - Algebra B', '104281 - Infinitesimal Calculus 2', '234125 - Numerical Algorithms']","['(94312 - Deterministic Mod.in Operations Research and 104022 - Differential and Integral Calculus 2m) or (94313 - Deterministic Models in Oper.research and 104022 - Differential and Integral Calculus 2m) or 95295 - Algebraic Methods For Data Science or 95296 - Algebric Methods For Data Science or (104013 - Differential and Integral Calculus 2t and 104035 - Ordinary Dif.equations and Calculus 2h) or (104035 - Ordinary Dif.equations and Calculus 2h and 104134 - Modern Algebra H) or (104168 - Algebra B and 104281 - Infinitesimal Calculus 2) or 234125 - Numerical Algorithms', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Nadav Hallak', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Nadav Hallak', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Eyal Gur']",12:00:00,True,False,False,N
96336 - Optimization Methods in Machine Learning,96336,"Theory of Efficient Optimization Algorithms For Continuous
Optimization Problems Arising in The Fields of Machine Learning And
Big Data Analytics. Subjects Will Include# First-order Methods For
Convex and Non-convex Optimization, Stochastic Optimization Methods
For Convex and Non-convex Problems and Efficient Algorithms For
Online Learning. Emphasis Will Be Given to The Development Of
Efficient Algorithms With Rigorous Proofs of Their Computational
Efficiency, As Well As The Development of Complementary Lower Bounds.
Learning Outcomes#
At The End of The Course The Student Will Know#
1. to Understand The Principles, and to Implememt a Large Variety Of
Important and Central Optimization Algorithms in The Field of Machine
Learning.
2. to Indenpendently Read and Understand Contemporary Litreature In
The Fieald of Optimization Algorithms For Machine Learning.
3. to Embark On Academic Reasearch (both Theoretical and Practical) In
The Field.","['94411 - Probability (ie)', '94412 - Probability (advanced)', '104034 - Introduction to Probability H', '104222 - Probability Theory']","['94411 - Probability (ie) or 94412 - Probability (advanced) or 104034 - Introduction to Probability H or 104222 - Probability Theory', '2 Academic Credit\n                             • 2 Lecture Hours', 'Dan Garber', '2 Academic Credit\n                             • 2 Lecture Hours', 'Dan Garber', '2 Academic Credit\n                             • 2 Lecture Hours', 'Dan Garber']",10:30:00,False,False,False,M
96351 - Polyhedral Methods For Integer Prog,96351,"Formulation of Integer Programming Problems, Polyhedral Structures,
Integrality of Polyhedrons, Facets Defining Inequalities, Efficiency
Of Algorithms, Complexity Theory, Soluton Methods For Integer
Programming Problems# Cutting Planes, Column Generation, Branch And
Bound, Lagrangian Duality, Dynamic Programming, Heuristics
Algorithms.
Learning Outcomes#
At The End of The Course The Student Will#
1. Understand The Quality of Different Modeling of Integer
Programming Problems.
2. Understand The Definition of a Polyhedron and Its Algebraic
Properties.
3. Be Able to Solve Integer Programing Problems With Various
Solution Methods.","['94312 - Deterministic Mod.in Operations Research', '94313 - Deterministic Models in Oper.research']","['94312 - Deterministic Mod.in Operations Research or 94313 - Deterministic Models in Oper.research', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Asaf Levin', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Asaf Levin', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Asaf Levin']",15:30:00,False,False,False,N
96411 - Machine Learning 1,96411,"Deal With Advanced Methods of Data Analsis and Will Cover Both
Statistical and Machine Learning Tools For The Purpose of Analyzing
Data, Visualization, Classification and Prediction. Specific Topics#
Linear Regression, Classification, Pac Learning, Support Vector
Machine, Resampling, Model Selection and Regularization, Decision
Trees and Regression. Cluster Analysis. Learning Outcomes#
Understanding The Theory of The Different Methods and Having The
Ability to Apply It On Real Data.","['94423 - Introduction to Statistics', '234117 - Introduction to Computer Science H', '94423 - Introduction to Statistics', '234221 - Introduction to Computer Science N', '94423 - Introduction to Statistics', '234111 - Introduction to Computer Science', '94424 - Statistics 1', '234117 - Introduction to Computer Science H', '94424 - Statistics 1', '234221 - Introduction to Computer Science N', '94424 - Statistics 1', '234111 - Introduction to Computer Science']","['(94423 - Introduction to Statistics and 234117 - Introduction to Computer Science H) or (94423 - Introduction to Statistics and 234221 - Introduction to Computer Science N) or (94423 - Introduction to Statistics and 234111 - Introduction to Computer Science) or (94424 - Statistics 1 and 234117 - Introduction to Computer Science H) or (94424 - Statistics 1 and 234221 - Introduction to Computer Science N) or (94424 - Statistics 1 and 234111 - Introduction to Computer Science)', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Dan Garber', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Uri Shalit', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Dan Garber']",11:30:00,True,False,True,M
96412 - Business Process Management and Mining,96412,"Business Processes Are Pervasive in Our Lives# in Banks,
Telecommunication Centers, Web-services, and Even in Healthcare.
Business Process Management (bpm) Focuses On Improving Company's
Performance By Managing and Optimizing Its Processes. The Course
Comprises Basic Concepts of Bpm Such As Process Modeling And
Quantitative Analysis, As Well As Data-driven Methodology For
Bpm, Namely Process Mining.
Learning Outcomes# at The End of The Course The Students Will Know#
1. Modeling Business Processes in Conceptual Languages, While Using
State-of-the-art Software (signavio).
2. Modeling Business Processes For Performance and Formal Analyses,
Specifically, Using Petri Nets and Queueing Networks.
3. Solve Process Data Quality Issues, and Analyzing The Influence
Of Data Quality On Process Mining Algorithms.
4. Process Mining, Specifically, Discovery, Conformance Checking
Between Model and Data, and Model Enhancement For Process
Performance Analysis.","['94344 - Discrete Mathematics (for I.e)', '234293 - Logic and Set Theory For Cs']","['94344 - Discrete Mathematics (for I.e) or 234293 - Logic and Set Theory For Cs', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 3 Project Hours', 'Arik Senderovich', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 3 Project Hours', 'Arik Senderovich']",18:30:00,False,False,False,E
96414 - Industrial Statistics,96414,"Topics# Statistical Process Control. Control Charts For Attributes And
Variables, Process Capability Cp, Cpk. Acceptance Sampling# Attributes
And Variables, Standards. Regression#  Simple Linear, Multiple,
Stepwise, Dummy Variables and Interaction. Concepts and Aims Of
Experimental Design. Experiments With One and Two Factors, Analysis Of
Variance (anova). Experiments# 2n  and 2n-k Series, Blocking.","['94423 - Introduction to Statistics', '94424 - Statistics 1', '94481 - Int.to Probability and Statistics']","['94423 - Introduction to Statistics or 94424 - Statistics 1 or 94481 - Int.to Probability and Statistics', '98419', '96410 - Statistical Quality Assurance', '68505 - Experimental Design and Analysis', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Jacqueline Asscher', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Jacqueline Asscher', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours']",14:30:00,False,False,False,N
96425 - Time Series and Forecasting,96425,"Stationarity, Auto-correlation, Auto-regression Processes, Moving
Averages, Parameter Estimation, Yule-walker Equations, Maximum
Likelihood Estimation, Prediction, Spectral Representation,
Spectral Estimation.","['94423 - Introduction to Statistics', '94312 - Deterministic Mod.in Operations Research', '94424 - Statistics 1', '94312 - Deterministic Mod.in Operations Research', '94423 - Introduction to Statistics', '94313 - Deterministic Models in Oper.research', '94424 - Statistics 1', '94314 - Stochastic Models in Oper.research', '94424 - Statistics 1', '94314 - Stochastic Models in Oper.research', '94423 - Introduction to Statistics']","['(94131 and 94423 - Introduction to Statistics) or (94312 - Deterministic Mod.in Operations Research and 94424 - Statistics 1) or (94312 - Deterministic Mod.in Operations Research and 94423 - Introduction to Statistics) or (94313 - Deterministic Models in Oper.research and 94424 - Statistics 1) or (94314 - Stochastic Models in Oper.research and 94424 - Statistics 1) or (94314 - Stochastic Models in Oper.research and 94423 - Introduction to Statistics)', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Yair Goldberg', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Yair Goldberg', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'David Azriel']",12:30:00,False,False,False,N
96450 - Multiple Comparisons,96450,"Simultaneous and Selective Inference. Topics# Multiple Comparisons
Problem, Error Rates, Power, Simultaneous Confidence Intervals,
Multiple Comparison Procedures in Analysis-of-variance Model,
Family-wise Error Rate Controlling Procedures, False Discovery
Rate (fdr) Controlling Procedures, False Coverage Rate Controlling
Confidence Intervals,
Methods For Replicability Analysis, Applications in Genomics.
Learning Outcomes#
At The End of The Course The Student Will Be Able To#1. Identify
Multiple Comparisons Problems in Applications and Find an Appropriate
Method For False Discovery Control. 2. Implement The Multiple
Comparison Procedures in Codes As Well As By Using Existing Software.
3. Construct Family-wise Error Rate Controlling Procedures.
4. Verify The Properties of Multiple Testing Procedures Theoretically
And Via Numerical Simulations. 5. Compare Between Multiple Testing
Procedures Theoretically and Via Numerical Simulations.","['94423 - Introduction to Statistics', '94424 - Statistics 1']","['94423 - Introduction to Statistics or 94424 - Statistics 1', '3 Academic Credit\n                             • 3 Lecture Hours', 'Marina Bogomolov', '3 Academic Credit\n                             • 3 Lecture Hours', 'Marina Bogomolov', '3 Academic Credit\n                             • 3 Lecture Hours', 'Marina Bogomolov']",12:30:00,False,False,False,N
96475 - Design and Analysis of Experiments,96475,"This Course Includes Methods of Statistical Design and Experiments
(doe). Design of Efficient Experiments, Correctly Analyzing Results,
Presenting Them in a Clear Fashion. Both Industrial and Academic
Experiments. Subjects Include# Two Level Full and Fractional
Factorial Designs, Choice of Factors, Response Surface Design, Models
For Data With Special Structure, Split Plot Designs, Robust Design,
Randomized Block Designs. Use of The Statistical Software Jmp to Plan
And Run Real Experiments As Projects and Do Classroom Active Learning
Exercieses. 
Learning Outcomes# at The End of  The Course The Studetns
Will Be Able To#

1. Choose an Experimental Design That Is Appropriate For a Particular
Situation

2. Analyze a Single Experiment.

3. Analyze a Series of Experiments.

4. Present Experimental Results Both Textually and Graphically.

5. Build and Compare Designs Using Statistical Software.

6. Execute Statistical Tests and Build Models Using Statistical
Software.","['46010 - Statistical Inference', '94423 - Introduction to Statistics', '94424 - Statistics 1', '94481 - Int.to Probability and Statistics']","['46010 - Statistical Inference or 94423 - Introduction to Statistics or 94424 - Statistics 1 or 94481 - Int.to Probability and Statistics', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Jacqueline Asscher', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Jacqueline Asscher']",11:30:00,False,False,False,M
96501 - Economics For Systems Engineers,96501,"Demand and Supply# Market Partial Equilibrium. Govrenment Micro Policy
And Its Impact On The Equilibrium. The Expendinditure Function And
Derivation of The Supply Function. Behavior in Different Market
Structures#monopolistic and Imperfect Competition. The National
Market#the National Accounts. Measuring The National Product. The
Interest Rate and Its Impact On Investment. The Demand For Money. The
Commercial Banks. The Central Bank and Money Supply. Equilibrium In
The Money-market and General Equilibrium.
Government Macro Policy and Its Impact On The National Product,
Interest and Inflation Rats. Basic Concepts in Financial
Management.",[],"['96500', '94591 - Introductory Economics\n94594 - Principles of Economics For Engineers', '98750 - Managerial Economics\n98751 - Macro Economics For Managers', '3 Academic Credit\n                             • 3 Lecture Hours', 'Elyakim Ben-hakoun', '3 Academic Credit\n                             • 3 Lecture Hours', 'Aviv Rosen', '3 Academic Credit\n                             • 3 Lecture Hours', 'Elyakim Ben-hakoun']",0,False,False,False,M
96553 - Environmental Economics,96553,"The Contribution of Economic Theory to The Analysis of Natural
Resources and Environmental Problems (air and Water Pollution,
Determining The Amount of Open Spaces). Market Failure# Commodities
Which Generate 'market Failure' and The Determination of Their Optimal
Quantity. Economic Instruments to Solve Market Failure (taxes,
Subsidies, Quotas). Economic Methods to Evaluate The Benefits/costs Of
Environmental Change.","['94503 - Microeconomics 1', '94591 - Introductory Economics', '94594 - Principles of Economics For Engineers', '96520 - Microeconomic Theory 1', '207804 - Economic Thinking For Planners']","['94503 - Microeconomics 1 or 94591 - Introductory Economics or 94594 - Principles of Economics For Engineers or 96520 - Microeconomic Theory 1 or 207804 - Economic Thinking For Planners', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Elyakim Ben-hakoun', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Elyakim Ben-hakoun']",17:30:00,False,False,False,E
96556 - Options Markets,96556,"The Course Studies Options Markets, Option Pricing Models,
And Applications of These Models For Dynamic Hedging and Arbitrage.",['94564 - Introduction to Financial Management'],"['94564 - Introduction to Financial Management', '98778 - Introduction to Derivatives Markets', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Mahmoud Qadan', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Mahmoud Qadan', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Mahmoud Qadan']",17:30:00,False,False,False,E
96570 - Game Theory and Economic Behavior,96570,"Topics# 1. One-stage Games# Dominated Strategies, Safety Level And
Equilibrium. 2. Games With Incomplete Information and Mechanisms
Design. 3. Mixed Strategies# Expected Utility, Risk Attitude And
Equilibrium in Mixed Strategies. 4. Multistage Games# Games With
Perfect and Almost Perfect Information, Repreated Games.","['94411 - Probability (ie)', '94412 - Probability (advanced)']","['94411 - Probability (ie) or 94412 - Probability (advanced)', '94204 - Distributed Data and Rational Agents\n96575 - Non-cooperative Games\n106173 - Game Theory', '98753 - Game Theory For Managers: Auctions', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Yakov Babichenko', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Yakov Babichenko', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Omer Madmon']",12:00:00,True,False,True,N
96576 - Learning and Complexity in Game Theory,96576,"The Course Focuses On The Convergence to Nash and Correlated
Equilibria. We Discuss The Following Topics#regret-based Learning
And Its Convergence to Correlated Equilibrium, The Communication
Complexity Model and Its Connection to Learning Rate, and Complexity
Of Equilibrium Computation in Different Models Including Communication
Complexity, Query Complexity, and Computational Complexity.
Learning Outcomes#
At The End of The Course The Knowledge of The Student Will Include#
1. Several Basic Results Regarding Learning and Complexity Of
Equilibria.
2. Blackwell's Approachability Theorem.
3. Borel-cantelli Lemma.
4. Martingales, and Azuma Inequality.
5. Communication Complexity Model.
These Tools Have Many Applications Out of The Game Theory Field.","['94411 - Probability (ie)', '106173 - Game Theory', '94412 - Probability (advanced)', '106173 - Game Theory', '96570 - Game Theory and Economic Behavior', '96575 - Non-cooperative Games', '104034 - Introduction to Probability H', '106173 - Game Theory']","['(94411 - Probability (ie) and 106173 - Game Theory) or (94412 - Probability (advanced) and 106173 - Game Theory) or 96570 - Game Theory and Economic Behavior or 96575 - Non-cooperative Games or (104034 - Introduction to Probability H and 106173 - Game Theory)', '2 Academic Credit\n                             • 2 Lecture Hours', 'Yakov Babichenko']",08:30:00,False,False,False,M
96578 - Social Choice and Preference Aggregation,96578,"Axioms of Social Choice# May S Theorem, Common Voting Rules, Pagerank,
Condorcet S Paradox and Arrow S Theorem. Voting Rules As
Maximum-likelihood Estimators. Preference Structures# Single-peaked
And Combinatorial Preferences, Generative Models With Ground Truth
(placket-luce) and Without (urn).
Strategic Voting# Gibbard-satterthwaite Theorem, Complexity Barriers
And Vcg, Equilibrium Models, Heuristics, Iterative Voting And
Convergence. Homework Will Be in The Python Programming Language.
Learning Outcomes#

At The End of The Course The Students#

1. Will Know to  Understand The Conceptual, Computational, And
Strategic Challenges of Aggregating Preferences.
2. Will Be Able to Spot Problems and Underlying Assumptions of Known
And New Voting Mechanisms.
3. Will Be Able to Choose And/or Design an Appropriate Mechanism For
Aggregating Preferences in Various Contexts.","['44268 - Int. to Data Structur and Algorithms', '104034 - Introduction to Probability H', '94224 - Data Structures and Algorithms', '94411 - Probability (ie)', '94224 - Data Structures and Algorithms', '94412 - Probability (advanced)', '94226 - Introduction to Algorithms', '94411 - Probability (ie)', '94412 - Probability (advanced)', '234247 - Algorithms 1', '104222 - Probability Theory', '234247 - Algorithms 1', '104222 - Probability Theory', '104291 - Combinatorial Algorithms']","['(44268 - Int. to Data Structur and Algorithms and 104034 - Introduction to Probability H) or (94224 - Data Structures and Algorithms and 94411 - Probability (ie)) or (94224 - Data Structures and Algorithms and 94412 - Probability (advanced)) or (94226 - Introduction to Algorithms and 94411 - Probability (ie)) or (94412 - Probability (advanced) and 234247 - Algorithms 1) or (104222 - Probability Theory and 234247 - Algorithms 1) or (104222 - Probability Theory and 104291 - Combinatorial Algorithms)', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Reshef Meir', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Gili Bielous', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Reshef Meir']",12:00:00,False,False,False,N
96582 - Advanced Topics in Economic,96582,"Problems On Which Current Economic Research Focuses and Will Present
Students With New Contributions in These Areas. The Specific Topics
Will Be Determined By The Teacher.
Spring Semester# Financial Risk Management","['94591 - Introductory Economics', '94594 - Principles of Economics For Engineers']","['94591 - Introductory Economics or 94594 - Principles of Economics For Engineers', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Ido Erev', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Gal Zahavi']",08:30:00,False,False,False,M
96589 - Advanced Econometrics,96589,"The Course Deals With Econometric Modelling, Estimation And
Statistical Inference. The Methodology Covered Is Suitable For Typical
Micro, Macro and Financial Data. The Course Will Endow The Student
With Experience in Empirical Applications of The Theory to Real
Economic Data.",[],"['98581 - Advanced Econometrics', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Avishai Aish', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Rann Smorodinsky', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Avishai Aish']",09:30:00,False,False,False,M
96600 - Organizational Behavior,96600,"Models and Tools For Analysis of Individual Behavior in Organizational
Settings. Dynamics On Three Levels. The Organizational Level
(the Organization As an Entity Operating in The  Environment
Of Other Organizations and Various Constraints). The Group Level
(departments, Divisions and Committees) and The Individual Level
(employees) That Influence The Quality of Management and Performance.
Topics# Introduction to The Origins of The Scientfic Study Of
Management and Organizational Behavior, Organizational Structure And
Culture, Human Resources Management, Groups and Teams, Power And
Leadership, Perception and Decision Making and Employee Motivation.",['95605 - Introduction to Psychology'],"['95605 - Introduction to Psychology', '90056', '98602 - Behavior in Organizations', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Dana Harari', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Dana Harari', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Andrey Elster']",14:00:00,False,False,False,N
96606 - Behavioral Econ. in Technological Env.,96606,"The Course Critically Reviews Major Theories and Methods In
Behavioral Economics, Focusing On Applications Designed to Influence
Behavior in Technology-rich Environments. We'll Analyze Effective And
Ineffective Behavioral Economics Implementations, Understand
Opportunities and Challenges Behavioral Tendencies Present, And
Develop Guidelines to Properly Apply Behavioral Economics In
User-centered Mechanisms and Technological Applications.
Learning Outcomes#
At The End of The Course The Student Will Be Able To#
1. Describe Key Behavioral Economics Methods Designed to Influence
Behavior, Explain The Theoretical Ideas That Underlie Them, And
Evaluate Their Relative Advantages and Disadvantages.
2. Reasonably Predict If and to What Extant a Behavioral Economics
Intervention Is Expected to Be Effective and Whether It Can Have
Unintended Consequences, in Research and in Real World Applications.
3. Design Effective Behavioral Interventions to Increase The
Chances of Success of Human-centered Mechanisms and Technological
Applications.
4. Apply Behavioral Economics Interventions in Their Daily Lives
And in The Development of Technological Products.","['95605 - Introduction to Psychology', '96275 - The Human Factor in Data Collection']","['95605 - Introduction to Psychology or 96275 - The Human Factor in Data Collection', '96617 - Cognition and Decision Making', '3 Academic Credit\n                             • 3 Lecture Hours', 'Ori Plonsky', '3 Academic Credit\n                             • 3 Lecture Hours', 'Ori Plonsky', '3 Academic Credit\n                             • 3 Lecture Hours', 'Ori Plonsky']",11:30:00,False,False,False,M
